category,question
HISTORY,A compromise allowed Maine's admission to the union in 1820 as a free state & this as a slave state in 1821
HISTORY,The Kentucky & Virginia Resolutions were passed in opposition to these 1798 acts
HISTORY,In 1850 it became the first state on the Pacific coast admitted to the union
HISTORY,The U.S. Marine Corps was first established to fight in this war
HISTORY,"On Oct. 2, 1967 he was sworn in as the first African-American Supreme Court justice"
HISTORY,"Jonathan Edwards was among the leaders of this ""great"" religious movement of the 1700s"
HISTORY,In 1893 3 men serving prison sentences for this riot were pardoned by the governor of Illinois
HISTORY,"This amendment was 3 states short of ratification when its deadline elapsed June 30, 1982"
HISTORY,In October 1867 Gen. Rousseau took formal possession of this territory that the U.S. had bought in March
HISTORY,In 1907 Charles N. Haskell of Muskogee became this new state's first governor
HISTORY,"Because of his deist beliefs, this ""Age of Reason"" author died a social outcast in New York City in 1809"
HISTORY,He was promoted to captain for burning the captured U.S. frigate Philadelphia in Tripoli Harbor
HISTORY,"The Continental Congress approved this ""game"" to raise money for the army; it never hit $250 million (dollars)"
HISTORY,"After 3 previous acquittals, this reputed crime family boss was finally convicted in New York City on April 2, 1992"
HISTORY,"Due to expansive pork processing facilities, this city on the Ohio River was once known as ""Porkopolis"""
HISTORY,"He shook up society in the 1960s & later published ""Revolution for the Hell of It"" & ""Steal This Book"""
HISTORY,"This Spanish explorer, not Ponce de Leon, claimed Florida for Spain in June of 1539"
HISTORY,From 1757 to 1762 this man was ambassador extraordinaire of the American colonies to Great Britain
HISTORY,"On Jan. 19, 1977 President Ford pardoned this woman who'd been convicted of treason in World War II"
HISTORY,"Lanterns hung in this ""Old"" church warned patriots of an impending attack in April 1775"
HISTORY,"(Alex: Here's Cheryl at the Waldorf-Astoria Hotel in New York)  On November 28, 1946 the Allied Council adjourned their peace talks here at the Waldorf for a dinner of this"
HISTORY,"This N.Y. woman's 1970 campaign slogan was ""This woman's place is in the House -- the House of Representatives!"""
HISTORY,It was the main cause of the 1803 jump in the national debt to $86.4 million
HISTORY,"On August 29, 1877, this leader of the Mormon Church died"
HISTORY,"After aiding the U.S. in the Battle of New Orleans, this pirate was pardoned"
HISTORY,"In December 1952, this president-elect visited the front lines during the Korean War"
HISTORY,"After this waterway opened in 1825, freight rates between Buffalo & NYC were cut by more than 90%"
HISTORY,This man who bought Manhattan from the Indians later served as governor of New Sweden
HISTORY,"On Dec. 16, 1773 American patriots dumped 342 chests of tea into this city's harbor"
HISTORY,"Abraham Lincoln died across the street from this theatre on April 15, 1865"
HISTORY,In May 1844 he sent a telegraph message using the code he'd also invented
HISTORY,John Rolfe came to the new world to grow this cash crop; picking up Pocahontas was a bonus
HISTORY,"This president said fear itself is ""nameless, unreasoning, unjustified terror which paralyzes needed efforts"""
HISTORY,"WAC, the Women's Army Corps, was created during this war"
HISTORY,In 1986 he became the first Italian-American to sit on the Supreme Court
HISTORY,What was once the proposed state of Franklin became part of this new state in 1796
HISTORY,"After serving as postmaster general in 1921 & 1922 he became ""czar"" of the motion picture industry"
HISTORY,In 1807 Congress passed this act that forbade American ships from trading abroad; it lasted just over a year
HISTORY,"On October 24, 1952 Eisenhower vowed to go to this country & 5 weeks later, he did"
HISTORY,"In 1732, Vincennes, in this future state, was founded by the French on the Wabash River"
HISTORY,"This 1941 act enabled the U.S. to become the ""Arsenal of Democracy"""
HISTORY,"On May 13, 1846, President James K. Polk signed a declaration of war against this country"
HISTORY,"On Dec. 26, 1799 this general eulogized George Washington in Congress"
HISTORY,"When Thomas Jefferson took office in March, 1801, this river formed the western U.S. boundary"
HISTORY,In 1890 this GOP senator from Ohio sponsored an antitrust act & the Silver Purchase Act
HISTORY,In 1997 this U.N. secy.-general became the first international guest of President Clinton's second term
HISTORY,"On Sept. 30, 1953, Pres. Eisenhower named this California governor as Chief Justice of the U.S."
HISTORY,"Signed February 2, 1848, this treaty ended the Mexican War"
HISTORY,"In 1912 this ""Bull Moose"" spoke for about 50 minutes with a would-be-assassin's bullet lodged in his chest"
HISTORY,The siege of the Alamo gave this Texas general time to prepare for the Battle of San Jacinto
HISTORY,This Public Enemy No. 1 robbed Midwestern banks until 1934 when he was done in by the Woman in Red
HISTORY,"Lawrence, Kansas was founded by people opposed to this practice"
HISTORY,In 1960 black sit-ins at segregated lunch counters started in Greensboro in this state
HISTORY,In 1692 the Spanish regained control of this future New Mexico capital from the Pueblo Indians
HISTORY,"In 1639 the Court of Massachusetts ordered that ""The Colledge...to bee built at Cambridg"" be called this"
HISTORY,"The political slogan ""As"" this state ""goes, so goes the nation"" dates back to the 1880s"
HISTORY,In 1857 antislavery forces were set back when the Supreme Court decided the case of this man vs. Sandford
HISTORY,"On July 31, 1972 this Missouri senator withdrew as McGovern's running mate because of earlier psychiatric care"
HISTORY,"Lincoln said it was ""the central act of my administration & the greatest event of the 19th century"""
HISTORY,This traitor took a cut in rank from major general in the U.S. Army to brigadier general in the British Army
HISTORY,In 1765 Dr. James Baker opened his first factory in Massachusetts to make this - how sweet!
HISTORY,Mormons say divine intervention sent these birds to stop a cricket infestation in 1848
HISTORY,In 1949 the Senate ratified this treaty that joined the U.S. with 11 others in a mutual defense pact
HISTORY,"After losing his Senate seat to John F. Kennedy, he was made U.S. representative at the United Nations"
HISTORY,He was born in Connecticut in 1800 & hanged for treason in Virginia in 1859
HISTORY,In 1814 & 1815 New England leaders took part in the Hartford Convention to discuss opposition to this war
HISTORY,"In 1962 the U.S agreed to give Cuba $53 million in aid for the release of 1,113 prisoners taken in this invasion"
HISTORY,In 1804 Justice Samuel Chase was impeached for comments critical of this president's administration
HISTORY,"On August 5, 1864 David Farragut barreled full speed ahead into this Alabama bay, defeating the Confederate navy"
HISTORY,In 1621 this Wampanoag chief & about 90 of his people shared Thanksgiving with the Pilgrims
HISTORY,Witchcraft trials held in this town in 1692 led to the hangings of 19 people
HISTORY,"Stonewall Jackson earned his nickname during the Battle of Manassas, also called the Battle of this creek"
HISTORY,"These ""Articles"" served as the basis of our national government from 1781 to 1789"
HISTORY,"When the Mexican War began in 1846, the Army of the West used this trail to invade New Mexico"
HISTORY,Cleanup of this Pennsylvania nuclear power plant following the 1979 meltdown didn't end until 1993
HISTORY,"He was called ""Black Dan"" due to his swarthy complexion & ""Godlike Daniel"" from his imposing style"
HISTORY,A branch of the military that was part of the army before it became independent in 1947
HISTORY,"He resigned as Secretary of State April 15, 1959 & died a few weeks later"
HISTORY,"He, not FDR, was the only Democrat Vermont supported for president since the Civil War"
HISTORY,These unpopular laws that dealt with citizenship & free speech contributed to John Adams' defeat in 1800
HISTORY,This 1848 event made the California trail the most traveled pioneer road by 1850
HISTORY,"Before becoming chief justice in 1789, he was Sec'y of Foreign Affairs in the Continental Congress"
HISTORY,"In 1928 this Republican campaigned for president promising ""a chicken in every pot"""
HISTORY,"Judge John T. Raulston presided over this Dayton, Tennessee trial in July 1925"
HISTORY,"The first gusher in the U.S. occurred in this oil field near Beaumont, Texas in 1901"
LITERATURE,"In chapter 52 of this novel, a boisterous crowd is gathering for Fagin's execution"
LITERATURE,"19th c. author known for writing about a ""venerable mansion"" with ""seven acutely peaked gables"""
LITERATURE,"People from the past appear to a brother & sister in ""Rewards and Fairies"" by this author of ""The Jungle Book"""
LITERATURE,"Modern novels with biblical titles include Jane Hamilton's ""The Book of Ruth"" & Toni Morrison's ""Song of"" him"
LITERATURE,Even Grendel would love Seamus Heaney's new translation of the Anglo-Saxon epic about this title geat
LITERATURE,"Ellen Glasgow, a native of this Virginia capital, set several novels there but called it ""Queenborough"""
LITERATURE,"Title character who says, ""Why did you paint it?  It will mock me some day — mock me horribly!"""
LITERATURE,"She wrote in ""Emma"", ""One half of the world cannot understand the pleasures of the other"""
LITERATURE,"This ""Madame Bovary"" author visited Tunisia to research ""Salammbo"", his novel about Carthage"
LITERATURE,"""Eugenie Grandet"" is considered one of the finest novels in his series ""La Comedie Humaine"""
LITERATURE,"In F. Scott Fitzgerald's classic novel, Nick Carraway lives next door to this title character"
LITERATURE,"Part I of this Willa Cather novel is entitled ""The Wild Land"""
LITERATURE,"His novel ""Daisy Miller"" opens at the Trois Couronnes hotel in Vevey, Switzerland"
LITERATURE,"He published his third novel, ""A Cool Million"", in 1934, one year after ""Miss Lonelyhearts"""
LITERATURE,"In English, Ivan Turgenev's novel ""Ottsy i Deti"" is known by this ""familial"" title"""
LITERATURE,"Chapter 13 of this classic novel is called ""Another View of Hester"""
LITERATURE,"He published the first 4 of his fairy tales in an 1835 pamphlet; ""The Tinder Box"" was among them"
LITERATURE,"Nicodemus Frapp is a narrow-minded evangelist in ""Tono-Bungay"", a 1909 novel by this author of ""The Time Machine"""
LITERATURE,"This author of ""The Good Earth"" based the heroine of her 1938 novel ""This Proud Heart"" on herself"
LITERATURE,"In Wonderland, Alice comes across a large one of these with a snooty caterpillar atop it"
LITERATURE,"""Tai-Pan"" was a ""Novel of Hong Kong"" by James Clavell, & this was his 1975 ""Novel of Japan"""
LITERATURE,"In Pierre Boulle's ""Planet of the Apes"", Zira & Cornelius are this species of ape"
LITERATURE,"Milan Kundera's ""Immortality"" read in this, its original language, may be unbearably light reading"
LITERATURE,Goethe called him Faust; Marlowe dubbed him this
LITERATURE,"Completes the title of Eldridge Cleaver's 1968 memoir ""Soul on..."""
LITERATURE,"Walt Whitman's 52-section ""Song Of Myself"" is the longest work in this collection first published in 1855"
LITERATURE,"In this Steinbeck novel, Lennie has nightmarish visions of his dead aunt Clara & of a gigantic rabbit"
LITERATURE,"In this novel, Javert says, ""There is a brigand, there is a convict called Jean Valjean, and I have got him!"""
LITERATURE,"This James M. Cain novel, which has been filmed ""twice"", was written under the title ""Bar-B-Q"""
LITERATURE,This Muriel Spark novel is set at the Marcia Blaine School For Girls in Edinburgh
LITERATURE,"""A Tale of Two Cities"" opens as Dr. Alexander Manette is released after 18 years in this prison"
LITERATURE,"At one point in this 1862 novel, Jean Valjean owns a factory"
LITERATURE,"In ""Through The Looking Glass"", Humpty Dumpty explains to Alice the meaning of this nonsense poem"
LITERATURE,"In the final scene of ""Rebecca"", this stately mansion of Maxim De Winter burns"
LITERATURE,The title of this 1965 Frank Herbert novel refers to the desert planet of Arrakis
LITERATURE,"Not Natty Dresser but Natty this dies in the novel ""The Prairie"""
LITERATURE,This Melville character's artificial leg is carved from the jawbone of a sperm whale
LITERATURE,Jim Hawkins narrates this 1883 novel
LITERATURE,"At the start of this Dickens novel, Pip meets an escaped convict who threatens to eat him"
LITERATURE,"This governor of a Southern state asks his aide to dig up dirt on Judge Irwin, a man of integrity"
LITERATURE,"Depending on the book, he could be a ""Jones"", a ""Sawyer"", or an ""Uncle"""
LITERATURE,"He wrote ""The 3 Musketeers""; his son wrote ""Camille"""
LITERATURE,Where you can't go again in Thomas Wolfe title
LITERATURE,Irving's bird-like hero chased by the Headless Horseman
LITERATURE,Shaw's scorched saint
LITERATURE,"Dan'l Webster was the name of the title amphibian in ""The Celebrated Jumping Frog Of"" this ""County"""
LITERATURE,Sancho Panza rides a donkey named Dapple in this Cervantes novel
LITERATURE,"The final chapter of ""The Scarlet Letter"" says that her tombstone bore the letter ""A"""
LITERATURE,Archdeacon Claude Frollo was this hunchback's master
LITERATURE,"This Poe tale contains the line, ""The French army had entered Toledo"""
LITERATURE,"When this group came to power in China, they demanded all literature depict heroes of the working class"
LITERATURE,"The first sequel to this classic French novel was titled ""Twenty Years After"""
LITERATURE,"He penned the classic line ""There was an old man with a beard, who said 'It is just as I feared'"""
LITERATURE,New Zealander Jane Campion directed the 1996 film version of this Henry James novel
LITERATURE,"In 1981 American playwright Beth Henley won a Pulitzer Prize for this ""criminal"" play"
LITERATURE,"""Slow and steady wins the race"" is the famous last line of this fable"
LITERATURE,"Part of this Robert Louis Stevenson tale takes place in a sinister house called the ""Laboratory"""
LITERATURE,"This Rex Stout character loves gardening & gourmet foods, as did Stout"
LITERATURE,This title character in a Frances Hodgson Burnett novel is the grandson of an earl
LITERATURE,This Booth Tarkington novel tells the tale of a girl's attempts to raise her station in life
LITERATURE,"In early drafts, the heroine of this novel was named Pansy & her family home was called Fontenoy Hall"
LITERATURE,"Britannica states that the name ""Agora"" was first found in the work of this ancient Greek poet"
LITERATURE,This 1953 book title tells us the temperature at which books burn
LITERATURE,"In 1900 he wrote the line, ""The road to the City of Emeralds is paved with yellow brick"""
LITERATURE,This 1952 Pulitzer-winning book grew out of Herman Wouk's experiences on a WWII destroyer-minesweeper
LITERATURE,"Elizabeth Barrett Browning gave this volume of 44 sonnets to Robert in 1847, a year after they eloped"
LITERATURE,"He based the Red Queen on Miss Prickett, the governess of Alice Liddell"
LITERATURE,"""Atlas Shrugged"" is the fullest fictional presentation of this author's philosophy, objectivism"
LITERATURE,This James Joyce book was first published in France in 1922
LITERATURE,"The epistolary novel, in the form of these, was popularized by Samuel Richardson's ""Pamela"" in 1740"
LITERATURE,"Proust paid to publish ""Swann's Way"", the first part of this epic work, after publishers rejected it"
LITERATURE,"Ole E. Rolvaag wrote a ""Saga Of"" it & Laura Ingalls Wilder set a ""Little House"" on it"
LITERATURE,"He wrote about the auto industry in ""Wheels"" & the airline industry in ""Airport"""
LITERATURE,"""Dubliners"" is a collection of short stories by this Irish author"
LITERATURE,"In an 1854 poem Tennyson asked her to ""Come Into The Garden"""
LITERATURE,"This Mississippian, known for her love of the South, won a Pulitzer Prize for ""The Optomist's Daughter"""
LITERATURE,"Her career as a novelist dawned with ""Dawn O'Hara""; ""Show Boat"" showed up later"
LITERATURE,Gom Gut & Plick et Plock were pseudonyms of this Inspector Maigret creator
LITERATURE,"Hmm... he dedicated his 1820 poem ""The Witch of Atlas"" to his wife Mary"
LITERATURE,"Lloyd Brown, once an inmate of this city's Alleghany County jail, based his novel ""Iron City"" on life there"
LITERATURE,"""I shouldn't mind being a bride... if I could be one without having a husband"", says Bathsheba in this Hardy novel"
LITERATURE,"This 1877 novel was written ""to induce kindness, sympathy and an understanding treatment of horses"""
LITERATURE,"In 1938 actor Orson presented this novelist's ""The War of the Worlds"" on radio"
LITERATURE,"On his fifth voyage, he encounters the Old Man of the Sea"
LITERATURE,"In this F. Scott Fitzgerald novel, Myrtle Wilson is accidentally run over & killed by Daisy Buchanan"
LITERATURE,This E.M. Forster novel is set in the fictional city of Chandrapore
LITERATURE,"In his 1938 work ""The Unvanquished"", the Sartoris family copes with the Civil War"
LITERATURE,In the 1600s Basho wrote a famous hard-to-translate haiku about this creature jumping into a pond
LITERATURE,The infamous Lowood School in this novel was based on a real school that Charlotte Bronte attended at age 8
LITERATURE,"This Jane Austen novel begins, ""The family of Dashwood had been long settled in Sussex"""
LITERATURE,"After Christian's death in an 1897 drama, this title character still acts as a platonic friend to the widow"
LITERATURE,"Tolstoy wrote this character's ""life had been most simple and most ordinary and therefore most terrible"""
LITERATURE,"In this Dante work, the poet is given a tour through hell, purgatory & paradise"
LITERATURE,"This author of ""No Exit"" said no to a Nobel Prize in 1964"
LITERATURE,This Flaubert title character commits suicide because of mounting debt & lies told to her husband Charles
LITERATURE,"In the epic poem ""Beowulf"", Beowulf destroys this monster by tearing off his arm"
LITERATURE,"This 1872 Samuel Butler satire has the alternate title ""Over The Range"""
LITERATURE,1719 novel about a mariner who lived 8 & 20 years all alone in an uninhabited island
LITERATURE,"Cervantes' Alonso Quijano changes his name to this, after reading romances of chivalry"
LITERATURE,"This author introduced detective Mike Hammer in ""I, The Jury"""
LITERATURE,"Although married to Alexei, she falls in love with the handsome Count Vronsky"
LITERATURE,"Meursault is the rather cold, effectless narrator of this Camus novel"
LITERATURE,In this Poe tale Captain Kidd's treasure is found with the aid of a secret code & a scarab beetle
LITERATURE,"Published in 1961, ""The Winter of"" this was John Steinbeck's last novel"
LITERATURE,Carolyn Meeber is the title character of this Theodore Dreiser novel
LITERATURE,"In this Truman Capote novella, the story of Holly Golightly is narrated by Fred, a struggling writer"
LITERATURE,This Kipling orphan's father was a sergeant in an Irish regiment in the Punjab
LITERATURE,This title French schoolgirl created by Ludwig Bemelmans is often found at the end of the line
LITERATURE,"In the title of a 14th century work, Sir Gawain is paired with this ""knight"""
LITERATURE,"A rundown Mexican hotel is the setting for ""The Night of the Iguana"", a play by this writer"
LITERATURE,"This 1942 French novel begins, ""Mother died today.  Or, maybe, yesterday; I can't be sure."""
LITERATURE,"Despite its title, this 1848 Charles Dickens novel is ultimately about a father & his daughter, not his son"
LITERATURE,"Readers in 1860-61 picked up copies of ""All The Year Round"" to read installments of his ""Great Expectations"""
LITERATURE,Time in this futuristic Aldous Huxley novel is measured from the invention of the Model T Ford
LITERATURE,"This 1975 E.L. Doctorow novel relates the story of Coalhouse Walker Jr., who's harassed by local firemen"
LITERATURE,"Saul Bellow's title character whose ""gift"" to Charlie Citrine was a sense of hope"
LITERATURE,"Willa Cather's ""My Antonia"", ""O Pioneers!"" & ""A Lost Lady"" are set on the frontier in this midwestern state"
LITERATURE,"Edgar Rice Burroughs wrote that he ""lived on in his wild, jungle existence with little change for several years"""
LITERATURE,"His 1926 novel ""The Sun Also Rises"" has been published in England as ""Fiesta"""
LITERATURE,"""The Tale of the Flopsy Bunnies"" was a follow-up to her stories of Peter Rabbit & Benjamin Bunny"
LITERATURE,She made Tom Sawyer whitewash her fence
LITERATURE,"This title home of a Hawthorne tale has ""an elm-tree of wide circumference, rooted before the door"""
LITERATURE,"An edition of this 1934 book had on its cover a crab & ""Not to be imported into Great Britain or U.S.A."""
LITERATURE,"This character writes, ""Tom and me found the money that the robbers hid....we got six thousand dollars apiece"""
LITERATURE,Ernest Hemingway's only Pulitzer Prize came in 1953 for this short novel about a Cuban named Santiago
LITERATURE,"In this allegory, Christian uses a key called Promise to escape from the Doubting Castle"
LITERATURE,"In a Dickens novel, this title character's mother Clara unfortunately marries Mr. Murdstone"
LITERATURE,"The character Jesse B. Semple figures prominently in many of this ""Harlem"" poet's short stories"
LITERATURE,"In 1922 he published ""The Red House Mystery""; in 1928 ""The House At Pooh Corner"""
LITERATURE,Mr. Kurtz is an agent of a Belgian Congo trading station in this Joseph Conrad novella
LITERATURE,"This western author stopped using pen names soon after the publication of ""Hondo "" in 1953"
LITERATURE,"""The Big Knockover"", a collection of his stories & short novels, was edited by Lillian Hellman"
LITERATURE,"His novel ""Cancer Ward"" originally was banned in the Soviet Union"
LITERATURE,"1st name of the Maugham title character ""Miss Thompson"""
LITERATURE,Brom Bones dressed up as this to scare the schoolmaster away from Katrina
LITERATURE,"Daniel Defoe title character who was a tart, a wife, a thief, a convict, then grew rich & lived honest"
LITERATURE,"""Requiem for a Nun"" was his sequel to ""Sanctuary"""
LITERATURE,"In his 1940 classic Western novel, Walter Van Tilburg Clark sets his ""Incident"" in this valley"
LITERATURE,E.B. White spun this tale about a spider & a pig
LITERATURE,"In this Edgar Allan Poe poem, the title bird's favorite word is ""nevermore"""
LITERATURE,"Dickens divided this book into staves instead of chapters; Stave IV is called ""The Last of the Spirits"""
LITERATURE,"If you're in the ""hobbit"" of reading his books, try his non-hobbit tale ""Farmer Giles Of Ham"""
LITERATURE,"In ""Little Women"", this youngest of the 4 sisters is ""a most important person, in her own opinion at least"""
LITERATURE,"The Bermoothes, where Prospero's brother was shipwrecked in this play, might have been named for Bermuda"
LITERATURE,"This dilapidated Hawthorne mansion is home to Pyncheon relatives Hepzibah, Phoebe & Clifford & a lodger"
LITERATURE,A dog named Jip chews up the cookbook belonging to this Dickens title character's wife Dora
LITERATURE,The wife of this Sinclair Lewis research scientist dies during an epidemic in the West Indies
LITERATURE,"(<a href=""http://www.j-archive.com/media/2001-10-04_DJ_25.jpg"" target=""_blank"">Jimmy of the Clue Crew reports from a water theme park.</a>)  Hey, we can be this title duo from a Lewis Carroll poem"
LITERATURE,"His stores include ""The Man Who Was"" and ""The Man Who Would Be King"""
LITERATURE,"John Galsworthy's 1906 work ""The Man of Property"" was the first in this series of novels"
LITERATURE,"This 1852 work was subtitled ""Life Among the Lowly"""
LITERATURE,"In this Ernest Hemingway story, an author awaits death while on an African safari"
LITERATURE,This 1837 Nathaniel Hawthorne collection contained 39 of his stories
LITERATURE,"This 1897 novel contains the line ""At sunrise the Count could appear in his own form"""
LITERATURE,"This 14th century work is divided into 3 sections: ""Inferno"", ""Purgatorio"" & ""Paradiso"""
LITERATURE,"Dickens said this title character was ""born at Blunderstone, in Suffolk"" as a ""posthumous child"""
LITERATURE,"This 1861 George Eliot novel is subtitled ""The Weaver of Raveloe"""
LITERATURE,"At the beginning of Orwell's ""Animal Farm"", Major Snowball & Napoleon are pigs who live on this farm"
LITERATURE,This Stephen Crane novel is set during the Battle of Chancellorsville
LITERATURE,"In an Anthony Hope novel, King Rudolf is ""The Prisoner Of"" this castle in Ruritania"
LITERATURE,"Novel in which an old seaman sings, ""Fifteen men on the dead man's chest --- Yo--Ho--Ho, and a bottle of rum"""
LITERATURE,"This Raymond Chandler private eye was introduced in the 1939 novel ""The Big Sleep"""
LITERATURE,"Poe's ""The Mystery of Marie Roget"" was a sequel to this story featuring detective C. Auguste Dupin"
LITERATURE,"Chapter one of this book informs us that ""There was unquestionably a Chuzzlewit in the Gunpowder Plot"""
LITERATURE,"Originally, the term Picaresque referred to fiction from this country about rogues called Picaros"
LITERATURE,"The last chapter of this Charlotte Bronte novel begins with the words ""Reader, I married him"""
LITERATURE,"In a poem dedicated to this lord, Longfellow wrote, ""Poet!  I come to touch thy lance with mine"""
LITERATURE,"A category called Famous Andres would have to include this Frenchman who wrote ""Man's Fate"" & ""Man's Hope"""
LITERATURE,"At the end of this novel, Reverend Dimmesdale reveals publicly that he is the father of Hester Prynne's daughter"
LITERATURE,"This character's first literary appearance was in the tragic drama ""The Seducer of Seville"""
LITERATURE,"He wrote the ""2001"", ""2010"", ""2061"" & ""3001"" Odyssey books"
LITERATURE,This Nevil Shute novel depicts the coming annihilation of the human race after a nuclear war
LITERATURE,The 2-word title of this 1985 Bobbie Ann Mason novel refers to the time a soldier spent in Vietnam
LITERATURE,"The title of his 1840 novel ""The Pathfinder"" refers to Natty Bumppo"
LITERATURE,"The sequel to ""Tom Brown's Schooldays"" is called ""Tom Brown at"" this university"
LITERATURE,Natasha Rostova marries Pierre Bezukhov in this classic Tolstoy novel
LITERATURE,"His poems from the Scots Observer were collected in ""Barrack-Room Ballads and Other Verses"""
LITERATURE,"He wrote his 1848 novel ""Dombey and Son"" while living in Switzerland"
LITERATURE,"A 1927 book of short stories by Ernest Hemingway was titled ""Men Without"" these"
LITERATURE,"Poet who wrote, ""Before I built a wall I'd ask to know what I was walling in or walling out"""
LITERATURE,"In James Fenimore Cooper's ""The Pioneers"" Oliver Edwards is this frontiersman's companion"
LITERATURE,"The father of this ""Good-Bye, Mr. Chips"" author was a schoolteacher, not a hotelier"
LITERATURE,"Balzac wrote ""La Comedie Humaine"" in the 1840s & this American wrote ""The Human Comedy"" in the 1940s"
LITERATURE,"Of Pastism, Presentism or Futurism, the literary movement that began around 1909"
LITERATURE,"(<a href=""http://www.j-archive.com/media/2006-11-20_J_12.jpg"" target=""_blank"">Jon of the Clue Crew stands next to a statue in the harbor of Copenhagen, Denmark.</a>) This author once said that ""<a href=""http://www.j-archive.com/media/2006-11-20_J_12a.jpg"" target=""_blank"">The Little Mermaid</a>"" was the only one of his stories he felt moved by when he wrote it"
LITERATURE,"""The Miller's Tale"" is one of the naughtiest of these famous Chaucer stories"
LITERATURE,"The prep school classic ""A Separate Peace"" takes place during this war"
LITERATURE,This scary Edgar Allan Poe story takes place at a spooky masked ball given by a prince
LITERATURE,"Mowgli's song ""Against People"" appears in this author's ""Second Jungle Book"""
LITERATURE,"In chapter 2 of this Tolstoy novel, Princess Bolkonsky says, ""Tell me what this war is about"""
LITERATURE,"This Edgar Allan Poe story concerns ""a masked ball of the most unusual magnificence"""
LITERATURE,"This ""Babbitt"" author published his 1st novel, ""Hike And The Aeroplane"", under the pseudonym Tom Graham"
LITERATURE,"This ""Brave New World"" author's 1921 novel ""Crome Yellow"" abounds with eccentric characters"
LITERATURE,"Chapter 6 of this Hawthorne classic is titled ""Pearl"""
LITERATURE,"Budd Schulberg's novel ""The Harder They Fall"" deals with corrupt practices in this sport"
LITERATURE,"1938's ""Out Of The Silent Planet"" was the first sci-fi novel by this Narnia creator"
LITERATURE,"Published in 1923, ""The Prophet"" is a book of 28 poetic essays by this Lebanese-American"
LITERATURE,"Amory Blaine, a student at Princeton, is the hero of this first novel by F. Scott Fitzgerald"
LITERATURE,"In 1917 L. Frank Baum wrote about ""The Lost Princess of"" this place"
LITERATURE,"When he first saw Becky Thatcher, ""a certain Amy Lawrence vanished out of his heart and left not even a memory"""
LITERATURE,"""I never liked long walks"", says the heroine of this Charlotte Bronte novel"
LITERATURE,"Wordsworth's poem about her begins, ""Hail, Virgin Queen!  O'er many an envious bar triumphant"""
LITERATURE,"Her 1942 novel ""Dragon Seed"" was yet another tale of Chinese peasant farmers"
LITERATURE,"""Grimm"" stories"
LITERATURE,Literary point of view when I write like this
LITERATURE,Language of Chaucer
LITERATURE,"Vowel missing from entire 50,000 word text of Ernest Wright's <a href=""http://www.j-archive.com/media/1984-12-10_DJ_15.mp3"">""Gadsby""</a>"
LITERATURE,"In the '20s, Hemingway & Fitzgerald were among these ""missing"" literary offspring"
LITERATURE,"The next-to-last chapter of this novel is entitled ""The Knitting Done"""
LITERATURE,"His novel ""Sister Carrie"" sold fewer than 500 copies in its first edition"
LITERATURE,This experimental novelist named William published a 1953 account of drug addiction under the name William Lee
LITERATURE,"This novel by Richard Wright tells of Bigger Thomas, the product of a Chicago slum"
LITERATURE,This series of tales by Ovid with a plural title begins with the creation of the world
LITERATURE,Isabel Archer is the title woman of this Henry James masterpiece
LITERATURE,"""Theirs not to reason why, theirs but to do and die"" is from this Tennyson poem"
LITERATURE,"The 1956 novel ""Compulsion"" was based on the story of this duo defended by Darrow"
LITERATURE,"Chingachgook became the last of the Mohicans when this man, his son, died"
LITERATURE,"This Oliver Goldsmith play is subtitled ""The Mistakes of the Night"""
LITERATURE,"He wrote ""Penrod"", ""Penrod and Son"" & ""Penrod Jashber"""
LITERATURE,"At the end of ""Uncle Tom's Cabin"", this sadistic slave owner dies insane"
LITERATURE,"In ""Pudd'nhead Wilson"", Twain wrote, ""Put all your eggs in the one basket and"" then do this to ""that basket"""
LITERATURE,"F. Scott Fitzgerald's 1922 collection of stories was titled ""Tales of"" this ""Age"""
LITERATURE,"A review said this 1979 William Styron novel ""belongs on that small shelf reserved for American masterpieces"""
LITERATURE,"(Sarah of the Clue Crew in New Orleans)  This author of the classic American novel ""Winesburg, Ohio"" once lived here in the Pontalba Apartments on Jackson Square"
LITERATURE,It's where Philip Nolan asked to be buried
LITERATURE,"The final chapter of this classic book is entitled ""Quasimodo's Marriage"""
LITERATURE,"He wrote about Polish life in ""Poland"" & the history of South Africa in ""The Covenant"""
LITERATURE,"Published in 1613, his ""Exemplary Tales"" are believed to be the first short stories written in Castilian"
LITERATURE,A curse placed on one of Nathaniel Hawthorne's ancestors inspired this 1851 novel
LITERATURE,"In this Kipling short story, Daniel Dravot becomes the godlike monarch of an Afghani tribe"
LITERATURE,"Poet John Donne was first to write ""No man is"" this"
LITERATURE,"Bret Harte wrote a short story about ""The Outcasts of"" this mining camp"
LITERATURE,"The Reader's Encyclopedia said, ""He loved the... main streets of America even as he deplored them"""
LITERATURE,"Ayn Rand book that ends with ""Then there was only the ocean and the sky and the figure of Howard Roark"""
LITERATURE,"His eccentric novel ""Tristram Shandy"" contains blank pages & 1-sentence chapters"
LITERATURE,17-year-old Holden Caulfield is the narrator of this acclaimed 1951 novel
LITERATURE,"""Kholstomer"" by this ""War And Peace"" author is a satire on human beings from a horse's point of view"
LITERATURE,"""Mercedes of Castile"" is a lesser-known novel by this author of ""The Leather-Stocking Tales"""
LITERATURE,"His third published novel, ""Sartoris"", was the first he set in Yoknapatawpha County"
