category,question
SCIENCE,"According to Boyle's Law, when a gas is compressed to half its size, this doubles"
SCIENCE,"All amino acids contain carbon, hydrogen, oxygen & this element"
SCIENCE,"This instrument is used to check the density of liquids, such as the acid in a storage battery"
SCIENCE,In 1905 this physicist proposed that photons were the carriers of electromagnetic energy
SCIENCE,If run in reverse an electric motor becomes one of these devices that produces electric current
SCIENCE,It's the branch of biology dealing with heredity; everybody into the pool!
SCIENCE,It's found in layered beds or as nodules in chalk; early man chipped it to form tools
SCIENCE,Tube that forms the basis of an oscilloscope
SCIENCE,This propulsion proposed for interstellar trips uses a flow of electrons & has been tested in Earth orbit
SCIENCE,A hydrate contains this compound weakly bound in its crystals
SCIENCE,"Of the 3 main classes of rock, this one is further divided into plutonic & volcanic types"
SCIENCE,"The IRAS telescope, which discovered 5 comets, made its observations in this spectrum of light"
SCIENCE,This branch of medicine is concerned with the care & diseases of the elderly
SCIENCE,Electrum is an alloy of these 2 precious metals
SCIENCE,Andres Celsius & Gabriel Fahrenheit invented types of these that use different scales
SCIENCE,"Fractus, congestus & humilis are terms used to describe these aerial formations"
SCIENCE,"Projecting from the cecum, where the small & large intestines meet, is this non functional organ"
SCIENCE,In 1862 Darwin published a book on how orchids are fertilized by these creatures
SCIENCE,It's the terrestrial planet farthest from the sun
SCIENCE,"The mammalian order edentata has 3 families:  anteaters, armadillos & these slow movers"
SCIENCE,This 3-letter substance that carries the genetic code directs the production of RNA
SCIENCE,This tiny center region of an atom consists of protons & neutrons
SCIENCE,"The science of acoustics studies how these waves are created, transmitted & received"
SCIENCE,"Of Venus, Mars or Saturn, the planet whose mean distance from the sun is 67,230,000 miles"
SCIENCE,"In the chemical formula for propane, C3H8, the H stands for hydrogen & the C stands for this element"
SCIENCE,"Anthracite, the highest grade of coal, is composed almost entirely of this element"
SCIENCE,Scientists once tried to estimate the Earth's age by measuring the level of this substance in the ocean
SCIENCE,"Aircraft often use the ""gyro"" type of this instrument, as it's unaffected by local magnetic fields"
SCIENCE,About 70% of this pungent gas produced is converted into fertilizer
SCIENCE,Nearly all of the Earth's weather occurs in this layer of the atmosphere below the stratosphere
SCIENCE,-40 is the only reading on these 2 temperature scales where the temperature is the same
SCIENCE,"When hit by electrons, a phosphor gives off electromagnetic energy in this form"
SCIENCE,Dry ice is made by compressing and cooling this gas
SCIENCE,In 1931 2 Americans modified the Mercalli scale to measure the intensity of these in California
SCIENCE,There were only 63 known elements when this Russian devised the periodic table
SCIENCE,The Earth's crust consists of about 46% oxygen; this element is second most abundant at about 28%
SCIENCE,Mayonnaise is an example of this colloidal dispersion of liquid particles in another liquid
SCIENCE,In 1896 this French scientist accidentally discovered radioactivity while researching fluorescence
SCIENCE,"In 1997 2 Dutch growers unveiled ""Blackjack"", the darkest species of this flower developed"
SCIENCE,They're the 2 poles of a permanent bar magnet
SCIENCE,This line of visible condensation of water droplets occurs in the wake of a jet aircraft
SCIENCE,This outer planet discovered by Herschel has a 98-degree axial tilt & solstices 42 years apart
SCIENCE,Rotting meat may glow because bacteria exhibit the phenomenon called this
SCIENCE,"Technically, the measure of a body's inertia is known as this property of matter"
SCIENCE,In palynology scientists study the past distribution of seed plants by looking at grains of this
SCIENCE,"(<a href=""http://www.j-archive.com/media/2011-06-23_J_03.wmv"">Kelly of the Clue Crew drops a spoonful of something into some hot water, then shapes it in her hand.</a>)  The polymer here has a melting point of only 140 degrees Fahrenheit, so it can be shaped & molded by hand; it's this kind of material, from the Greek for ""heat formed"""
SCIENCE,"In 1674 this Dutchman, using microscopes that he made, became the first to describe red blood cells"
SCIENCE,The proton consists of 2 types of this elementary particle: 2 up & 1 down
SCIENCE,Geologists called stratigraphers are involved with determining the earth's age & history by looking at layers of these
SCIENCE,"Using spectrometry, you'll find that helium produces a bright line of this color"
SCIENCE,A block & tackle uses 2 or more of this simple machine to reduce the amount of effort needed to lift a load
SCIENCE,"Types of seismic waves include L, P & S, which stand for love, primary & this"
SCIENCE,Diatoms are among the most numerous of these plantlike plankton that drift with the ocean currents
SCIENCE,Perseus is one of these configurations: it lies between Cassiopeia & Taurus
SCIENCE,"Lovelace wrote that they don't make a cage; in the 1820s, William Sturgeon made electromagnets out of them"
SCIENCE,Light that bounces off a flat surface is reflected; light bent in a transparent medium is this
SCIENCE,"(<a href=""http://www.j-archive.com/media/2004-12-06_DJ_09.jpg"" target=""_blank"">Jimmy of the Clue Crew reads from inside the Cirque du Soleil with performers on the stage.</a>)  From the type of simple machine a teeter board is, it's the 8-letter term for what's throwing them up in the air"
SCIENCE,"This new field of science whose name in part means ""billionth"" constructs superminiature devices"
SCIENCE,Water is fluoridated to help prevent these body parts from decaying
SCIENCE,Myocarditis is the inflammation of this muscle
SCIENCE,A dilute solution of this acid forms the electrolyte in a lead-acid car battery
SCIENCE,"Its symbol K comes from kalium, a Latinized version of the Arabic word for alkali"
SCIENCE,It's the type of energy a body possesses by virtue of its movement
SCIENCE,"g. Acceleration due to this, varies slightly with latitude since the Earth is not a perfect sphere"
SCIENCE,"Riboflavin deficiency can cause photophobia, abnormal sensitivity to this"
SCIENCE,This malaria-fighting substance is extracted from the bark of the cinchona tree
SCIENCE,"This, sound composed of a random mix of frequencies, comes in ""white"" & ""pink"" types"
SCIENCE,"Titan, a moon of this planet, has a thicker atmosphere than Earth"
SCIENCE,"In weather forecasting, the UV index refers to the intensity of this type of radiation"
SCIENCE,"Whether alternating or direct, it's a flow of electricity"
SCIENCE,The Babylonians kept abreast of the times using a form of this instrument seen here:
SCIENCE,"Since limestone undergoes changes to become marble, marble is classified as this type of rock"
SCIENCE,"""For every action there's an equal & opposite reaction"" is Newton's third law of this"
SCIENCE,"Deoxyribonucleic acid, the genetic material of all cells is better known by this abbreviation"
SCIENCE,It's the term for molten rock flowing from a volcano or other fissure in the Earth's surface
SCIENCE,"The name of this violent tropical cyclone of the Western Pacific comes from Cantonese for ""Big Wind"""
SCIENCE,"Sweeter than sucrose or glucose, this fruit sugar is also called levulose"
SCIENCE,This word can mean unable to produce offspring or free from living microorganisms
SCIENCE,"In this type of simple machine, a version of the inclined plane, rotational force is translated into linear force"
SCIENCE,All existing species of these have placentas except marsupials & monotremes
SCIENCE,This Saturnian moon is the only one in the solar system known to have clouds
SCIENCE,"In the U.S. the ""stately"" time divisions in the Carboniferous Period are called the Mississippian & this"
SCIENCE,"It's the ""specific"" ratio between the density of pure water & that of another substance; for gold, it's 19.3"
SCIENCE,Archaeologists measure the fluorine in these animal remains to determine their relative age
SCIENCE,"Ideally, this, the apparent boundary between the sky & the Earth, is at 90 degrees from the zenith"
SCIENCE,Pumice is a variety of this type of rock formed when lava cools
SCIENCE,The neon in a sign produces light when electricity ionizes it into this fourth state of matter
SCIENCE,This creator of the Periodic Table has an element named for him in the actinide series
SCIENCE,"Generally yellow or orange, it's transferred from flower to flower by wind, birds & insects"
SCIENCE,The ratio of the speed of an object to the speed of sound is known as this type of number
SCIENCE,The Haber process is a method for manufacturing this toxic gas from nitrogen
SCIENCE,"A horse's hooves are made up of this protein, the same protein found in your fingernails"
SCIENCE,Quarks are bound together by hypothetical force particles called these
SCIENCE,"It's the celestial object on which you'd find Tycho, Oceanus Procellarum & Mare Imbrium"
SCIENCE,"Charles Darwin wrote, ""The voyage of"" this ship ""has been by far the most important event in my life"""
SCIENCE,Zacharias Janssen is said to have invented the compound this by placing convex lenses at both ends of a tube
SCIENCE,"This plant-eating dinosaur's name, which means ""cover lizard"", refers to the triangular plates along its back"
SCIENCE,This brownish-black pigment gives the iris in the eye its color
SCIENCE,"The ""rex"" in this dinosaur's name is Latin for ""king"", so you could say it's the ""King of the Dinosaurs"""
SCIENCE,This doggone physiologist discovered that the vagus nerve controls the flow of digestive juices
SCIENCE,"In 1851 this ""swinger"" used a pendulum to show that the Earth rotates on its axis"
SCIENCE,"On June 22, 1978 James W. Christy discovered Charon, a moon orbiting this distant planet"
SCIENCE,"Hydrogen has 3 isotopes:  protium, tritium & this one with a mass number of 2"
SCIENCE,"Like our moon, only one side of Titan, this planet's satellite, always faces the planet's surface"
SCIENCE,This aluminum ore is named for the French village near where it was discovered in 1821
SCIENCE,"These organisms derive their individual species names from the fungal partner, not the algal partner"
SCIENCE,The horizontal rows on the periodic table are periods; vertical columns of related elements are these
SCIENCE,Such cave formations as stalactites & stalagmites form when this mineral accumulates
SCIENCE,Albert Einstein announced his special theory of this in 1905 & his general theory in 1915
SCIENCE,"Under the oceans, this part of the Earth is generally only 3-5 miles thick"
SCIENCE,"Chalk & limestone are naturally occurring forms of this compound, CaCO<sub>3</sub>"
SCIENCE,"Ammonia, widely used as a refrigerant & cleaner, is composed of hydrogen & this element"
SCIENCE,Proteins such as pepsin & rennin that act as catalysts in the body are termed these
SCIENCE,"Using this form of electromagnetic radiation, you can cook an entire chicken in 15 minutes"
SCIENCE,The mineral argentite is an important ore of this metal
SCIENCE,"Marble, which is formed from limestone, is an example of this type of changing rock"
SCIENCE,Callisto is the outermost of this planet's four Galilean moons
SCIENCE,"With 2 neutrons & 2 protons, an alpha particle is identical to the nucleus of an atom of this gas"
SCIENCE,99.95% of the mass of an atom is in this part
SCIENCE,"During this plant process, carbon dioxide & water combine with light energy to create oxygen & glucose"
SCIENCE,The wedge is an adaptation of the simple machine called the inclined this
SCIENCE,"Of the 6 noble gases on the periodic table, it is the lightest"
SCIENCE,Lava & igneous rock are formed from this hot liquid rock material found under the earth's crust
SCIENCE,"(Cheryl of the Clue Crew reports from Colorado)  As snowflakes are frozen water vapor, they're made up of these 2 chemical elements"
SCIENCE,The forked type of this runs unobstructed between the clouds & the ground
SCIENCE,(Sofia of the Clue Crew reports from New York's Central Park)  Autumn leaves turn golden red as shorter days & cooler nights cause the breakdown of this green pigment
SCIENCE,"The frequency of a note is measured in this, abbreviated Hz"
SCIENCE,"(Sofia of the Clue Crew reports)  Botanists divide a flower into four main parts: sepals, petals, stamens & these"
SCIENCE,The difference between the freezing & boiling points of water is 100 on the Kelvin scale & this scale
SCIENCE,Geneticists know that human beings typically have 23 pairs of these; fruit flies have only 4 pairs
SCIENCE,"(<a href=""http://www.j-archive.com/media/2006-04-26_DJ_08.jpg"" target=""_blank"">Kelly of the Clue Crew drops a raisin into a glass and watches it bob back up.</a>)  A raisin in soda sinks because it's denser, & it <a href=""http://www.j-archive.com/media/2006-04-26_DJ_08a.jpg"" target=""_blank"">rises</a> because CO<sub>2</sub> pockets make it more this, from the Spanish for ""float"""
SCIENCE,A litmus test can help you set things on this scale devised by S.P.L. Sorensen
SCIENCE,"(<a href=""http://www.j-archive.com/media/2006-04-26_DJ_10.jpg"" target=""_blank"">Kelly of the Clue Crew shows a diagram of the brain on a monitor.</a>)  Descartes called <a href=""http://www.j-archive.com/media/2006-04-26_DJ_10a.jpg"" target=""_blank"">this</a> gland ""the seat of the rational soul"", & it's named for its pinecone-shaped appearance"
SCIENCE,"Your body has millions of these glands, up to 625 per square inch of skin, & they're probably now working overtime"
SCIENCE,Total number of sides on a Klein bottle or a Mobius strip
SCIENCE,"If the solar system's 9 planets were lined up smallest to largest, Earth would be this number in line"
SCIENCE,This prized natural substance is made up of alternating thin plates of calcium carbonate & chochiolin
SCIENCE,What we call a Thermos goes back to the flask this scientist invented in the 1890s
SCIENCE,Solar flares are associated with these dark areas that peak about every 11 years
SCIENCE,"In general terms, as opposed to carnivore, it's defined as an animal that eats mostly plants"
SCIENCE,These gene-carrying structures are distinguished by haploid & diploid numbers
SCIENCE,Argentite is an ore of this metal
SCIENCE,"John Abel, who produced insulin in a crystalline form in 1926, felt a rush when he isolated this hormone in 1897"
SCIENCE,This force causes an object to travel 32 feet per second faster for every second that it falls
SCIENCE,"A substance whose molecules contain more than one kind of atom, like water's hydrogen & oxygen atoms"
SCIENCE,This one of the 6 simple machines consists of a bar resting on a fulcrum
SCIENCE,"Including the cytoplasm, this jellylike material makes up the cells of all living organisms"
SCIENCE,"The name of this lightest of all metals, symbol Li, comes from the Greek for ""stone"""
SCIENCE,"From the Flemish pronunciation of ""chaos"". Jan van Helmont coined this term for air that wasn't air"
SCIENCE,"Scientists believe that, like humans, many dinosaurs were endothermic, which means this"
SCIENCE,The geologic period named for this coal-producing U.S. state is also called the Late Carboniferous Epoch
SCIENCE,"(<a href=""http://www.j-archive.com/media/2010-06-16_DJ_18.wmv"">Kelly of the Clue Crew dissects and demonstrates a doorknob.</a>)  A doorknob acts as a force multiplier, with a larger knob turning a smaller attached shaft--an example of this simple machine"
SCIENCE,These 2-syllable fragments of clay vessels found at archaeological digs help us learn about a culture
SCIENCE,"In a human being, each cell has about 25,000 of these basic units of heredity"
SCIENCE,"In 1897 physicist J.J. Thomson discovered the first subatomic particle, which was later called this"
SCIENCE,"This rocky, outermost layer of the earth is only 5 miles thick under the oceans, 25 miles under the continents"
SCIENCE,The centaur/archer of this constellation is said to be Chiron
SCIENCE,"(<a href=""http://www.j-archive.com/media/2007-04-02_DJ_15.jpg"" target=""_blank"">Kelly of the Clue Crew experiments with water and a paper clip.</a>)  Drop a paper clip into water, it sinks; drop it onto a paper towel, & because of the attraction of molecules of the same substance, called cohesion, this condition is created that seems to form a skin, allowing it to <a href=""http://www.j-archive.com/media/2007-04-02_DJ_15a.jpg"" target=""_blank"">float</a>"
SCIENCE,-459.67 degrees Fahrenheit
SCIENCE,Specific term for the scientific study of seashells
SCIENCE,This 11-letter word refers to DNA to which a gene from another life form has been added
SCIENCE,This Russian chemist used his periodic law to predict the properties of 3 then unknown elements
SCIENCE,"In this type of solar eclipse, the sun appears as a ring of light around the moon"
SCIENCE,"This insulin disorder, the seventh leading cause of death in the U.S., can lead to kidney failure & amputations"
SCIENCE,"[Here comes Bill Nye, The Science Guy]  The north pole on a bar magnet will attract this pole on another bar magnet"
SCIENCE,"A ""Mission to"" this planet would be about 34.6 million miles, or its closest approach to Earth"
SCIENCE,"Friction, as when a brake pad slows a wheel, converts kinetic energy into this"
SCIENCE,Adjective for the simplest type of vibratory motion; it's seen (& heard) in violin strings
SCIENCE,The largest one on the moon is about 700 miles in diameter; there are billions at least 1 foot wide
SCIENCE,An analogy: moth is to caterpillar as frog is to this
SCIENCE,"The tympanic membrane is this organ's ""drum"""
SCIENCE,"What fish do to make more fish, or a Todd McFarlane character"
SCIENCE,"2-word phrase for the property that allows the effect seen <a href=""http://www.j-archive.com/media/1997-11-04_J_23.wmv"">here</a>:"
SCIENCE,Emil Fischer must have been in a coffeehouse when he identified this stimulant as part of the purine group
SCIENCE,"From the Latin for ""to lie upon"", these hospital machines are used to help control preemies' oxygen supplies"
SCIENCE,"(Sofia of the Clue Crew in a science lab)  With chicken manure & water you can make an anaerobic digester that produces this gas, CH4, which can be used as a fuel"
SCIENCE,During the 1970s this British physicist made the unexpected discovery that black holes emit thermal radiation
SCIENCE,Seen here is this 2-time Nobel Prize-winning scientist
SCIENCE,"This ""Age"" is divided into the Paleolithic, the Mesolithic, & the Neolithic"
SCIENCE,"(<a href=""http://www.j-archive.com/media/2008-01-02_DJ_12.jpg"" target=""_blank"">Sarah of the Clue Crew gives the clue.</a>) We've rubbed the pigment of a radish on these cards; <a href=""http://www.j-archive.com/media/2008-01-02_DJ_12a.jpg"" target=""_blank"">lemon juice</a> turns the pigment orange, indicating that it's an acid; <a href=""http://www.j-archive.com/media/2008-01-02_DJ_12b.jpg"" target=""_blank"">milk of magnesia</a> turns it blue, indicating that it's this"
SCIENCE,"As a visiting scientist to this Caltech lab, Carl Sagan contributed to the first missions to Venus"
SCIENCE,"Gustav Kirchhoff & Robert Bunsen used this prismed ""scope"" to see the bands of colored light each element produced"
SCIENCE,"Named for a physicist, it's the amount of work done when 1 amp passes through 1 ohm of resistance for 1 second"
SCIENCE,"This word can mean to weaken a solution by adding water, or can describe a solution that's been weakened"
SCIENCE,"Because he wrote his books in Latin, Swedish botanist Carl von Linne was better known by this Latinized name"
SCIENCE,"The symbol of this element stands for stannum, which originally denoted an alloy of lead & silver"
SCIENCE,"The uvea in the eye consists of 3 parts: the choroid, the ciliary body & this colored part lying behind the cornea"
SCIENCE,"There are about 20,000 species of this organism that consists of an alga & a fungus living as a single unit"
SCIENCE,The Faraday effect shows how this type of field can rotate the vibration plane of a beam of polarized light
SCIENCE,"Geysers of what is probably nitrogen rise as high as 5 miles on Triton, this planet's largest moon"
SCIENCE,"According to string theory, our universe has at least this many dimensions, but 6 are ""curled up"" & hard to see"
SCIENCE,"By definition, organic compounds must contain atoms of this element"
SCIENCE,"The name of this science comes from 2 Greek words meaning ""Earth discussion"""
SCIENCE,This threadlike structure found in cells is made up largely of proteins & DNA
SCIENCE,This stage of complete metamorphosis occurs immediately after the larval stage
SCIENCE,This bottom part of the brain stem controls breathing & heartbeat
